ave_flot_air_flow,ave_flot_level,iron_feed,starch_flow,amina_flow,ore_pulp_flow,ore_pulp_pH,ore_pulp_density,silica_concentrate
299.9233166666667,567.1540222222221,64.03000000000013,2928.359098611112,428.7280388888888,399.9158888888889,9.620599111111108,1.7246138333333334,2.0299999999999927
299.75263611111114,566.8972907407409,49.699999999999946,5123.171944444441,539.708077777778,399.4228444444447,10.256055555555555,1.689859444444445,1.0200000000000022
283.46728888888896,313.3901073679559,64.03000000000013,3119.7850333333326,399.7477666666669,400.14786111111096,9.546551777777776,1.6248408888888883,1.1399999999999952
300.01584351851864,398.8263148148148,52.280000000000015,2077.1014472222228,560.7485166666667,399.9670111111111,9.480114722222218,1.680762944444444,2.560000000000002
291.9478703703704,633.5822384990253,64.03000000000013,1533.1180555555595,388.7928554347828,401.8463527777778,9.627684388888891,1.5808166666666668,1.8799999999999968
299.926312962963,499.9683777777775,56.70000000000004,3523.245833333332,565.4784888888892,401.1433388888888,9.670738722222222,1.7128179444444451,1.169999999999996
299.8889574074074,429.6117185185184,50.14999999999983,2365.9653500000004,479.4075483333333,397.0203122448981,9.54191888888889,1.6668468050316674,1.409999999999997
300.02656574074086,401.7840111111111,64.03000000000013,3297.1249727777786,598.8081388888886,400.43556111111127,9.937888666666662,1.740880611111112,1.3300000000000052
299.8464027777779,400.36807777777767,64.47999999999972,2549.1605157407407,556.6037944444444,399.7129166666668,9.662518277777778,1.675274222222222,1.7299999999999995
283.1430305555556,416.754125925926,52.60999999999996,2415.621402614381,487.91665,399.6196277777779,9.608535888888888,1.664610666666667,1.800000000000006
299.94323981481483,466.79863703703705,59.73999999999983,2296.6251666666667,553.7339444444444,400.4854833333336,9.63775177777778,1.7532722222222217,4.279999999999983
300.0471388888889,500.3906555555556,64.03000000000013,4702.659888888888,515.5216333333334,400.1737166666665,10.249753333333338,1.7191870555555555,1.2700000000000038
300.1277138888889,481.2407092592592,64.03000000000013,2673.993491666666,502.225427777778,399.87128888888896,9.7999076111111,1.6530350555555553,1.1299999999999972
299.778025925926,501.3848777777777,56.62999999999992,2882.5496666666672,534.210911111111,400.23709444444427,8.89010138888889,1.7143174999999995,1.340000000000003
299.96646481481474,403.0687537037035,64.03000000000013,4958.557611111112,566.6070805555557,400.1966638888889,10.023604444444446,1.742247444444445,2.7200000000000126
291.8851453703704,382.8696240740742,64.03000000000013,3480.919444444444,629.19715,400.3975277777778,9.555137222222225,1.7642651666666678,2.8999999999999906
291.5762796296297,566.5388722222223,64.03000000000013,3399.773166666667,546.6773055555558,400.6834055555556,9.56633838888889,1.6877664444444451,1.8399999999999967
283.262500925926,478.47107407407407,52.60999999999996,2263.2876730555554,416.5326138888888,396.8684638888887,9.55797016666665,1.620171111111111,2.540000000000008
283.3390898148148,417.3859888888889,52.60999999999996,3584.977346638659,397.1493833333333,399.1229944444443,9.930698388888889,1.6610241666666667,1.4199999999999944
283.12363518518515,417.6358685185187,56.64999999999981,3927.784399999998,523.9110611111107,400.5478166666668,9.749768333333334,1.7115639999999994,4.200000000000009
299.92697407407405,402.4222740740742,53.26000000000017,4770.711166666667,343.117348129814,399.7342722222223,10.226386666666672,1.546871424117776,1.1899999999999982
283.4125055555556,416.8471388888889,56.64999999999981,3858.882111111112,482.3627666666666,399.8268111111112,10.029087055555555,1.688364611111112,3.5899999999999976
300.0355537037038,415.8446314814816,48.06999999999988,2840.9861277777795,507.91942777777774,399.8313055555552,9.933769388888887,1.618238055555555,2.0699999999999945
299.9247629629629,414.9407537037038,53.64000000000004,2098.648947222222,547.4589166666666,399.75502777777785,10.224448333333337,1.7456738888888887,3.0099999999999936
299.96465925925924,400.4156759259262,50.69999999999996,2766.430880555556,426.61956111111147,399.8980388888887,9.41859888888889,1.6066206111111103,3.6100000000000105
299.93839074074083,416.6301962962965,52.67000000000007,3050.0599777777784,586.1697833333333,399.12415,9.53628222222222,1.713532888888889,1.1599999999999973
283.4694925925928,416.39984814814784,56.64999999999981,3435.2758500000004,494.8311722222224,400.0419555555556,9.502552833333333,1.6755515000000003,4.289999999999994
291.59710185185185,417.0746981481482,64.03000000000013,2544.428038888889,556.917747222222,400.32055,9.452775277777778,1.7227181666666664,2.0500000000000065
299.8459851851854,557.2199498734451,64.03000000000013,3895.617055555556,540.1593833333328,400.51912222222205,9.668177055555551,1.6565633333333345,1.4799999999999964
299.8145638888889,416.30831851851855,64.03000000000013,2932.9136244444453,460.18778333333313,398.9442555555556,10.047464444444444,1.6828432777777775,1.4499999999999953
299.9537805555555,582.186288888889,53.790000000000106,3150.07438888889,532.2184222222223,399.4366138888891,9.731490111111112,1.7209241666666668,1.0
300.19023703703715,500.56639629629626,55.39999999999981,5115.37877777778,577.0887833333334,400.4867777777778,10.344725000000002,1.7203087777777792,4.379999999999996
299.9798814814815,387.66411944444445,52.75,2199.9245555555563,449.8958277777775,399.8285888888889,9.86408027777778,1.613251666666666,4.22611860372778
283.22292685185187,566.6578462962965,52.329999999999934,4239.776722222221,404.1071111111111,400.8198555555556,10.272268888888888,1.704815333333333,1.0699999999999956
299.4384550925926,567.4091962962963,53.790000000000106,1537.4438638888892,563.5369111111112,399.23685,10.008087166666662,1.705529,2.0500000000000065
300.1270916666667,499.0419425925927,56.70000000000004,4103.804111111113,531.9661666666669,399.0567777777779,9.940311944444442,1.6999027777777789,2.2799999999999905
